Text,ActualLabel,IbmScore,IbmLabel,GCPScore,GCPLabel,AzureScore,AzureLabel,AWSLabel,AWSPosScore,AWSNegScore,AWSNeuScore
"As Larry mentioned, we view these businesses differently with different balance sheets and capital structure needs and therefore we analyze their leverage separately. Our goal is leverage for the GE industrial businesses of less than 2.5x net debt-to-EBITDA. We plan to make significant progress toward this goal by the end of 2020 and as a reminder when we speak about net debt, we're talking about debt adjusted for pensions, operating leases and a portion of preferred stock and cash. Measured on this basis, GE Industrial net debt at the end of 2018 was $55 billion. As we look out over the next couple of years, we expect to have roughly $50 billion of industrial sources that can be used to delever and derisk the company.",neutral,0.732993,Positive,0.0,Neutral,,Neutral,Neutral,0.004587240517139435,0.006588454358279705,0.9868653416633606
"These sources include $18 billion of debt and pension transfer to Healthcare and more than $30 billion of cash proceeds from the monetization of up to just under 50% of Healthcare, 100% of our remaining stake in Baker Hughes GE and our stake in transportation. These sources will be used in part to reduce GE net debt by more than $30 billion including repaying a significant part of the $14 billion of debt transferred from GE Capital and reducing commercial paper. The parent also plans to contribute $4 billion to GE Capital in 2019 to maintain adequate capital levels there.",neutral,0.366216,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.005403355695307255,0.001854522037319839,0.9921445250511169
"Thank you, Steve. Good morning, everyone. And thank you for joining us. Our comments are going to be a bit longer than usual this morning to help you understand where we are and where we're going. But rest assured, we'll leave as much time as we can for questions at the end.",neutral,0.8506530000000001,Positive,0.30000001192092896,Positive,0.9805533289909364,Positive,Positive,0.9566454887390137,0.0009293446782976389,0.032289084047079086
"At GE Capital, we have a plan to reduce our debt to equity ratio to less than 4x by the end of 2020. GE Capital began the quarter with $70 billion of debt and ended with $66 billion while our total assets measure $124 billion. For the year, we made significant progress at GE Capital paying down $21 billion of external debt, taking down leverage by 1.4 turns including reducing commercial paper from $5 billion to zero.",positive,-0.566296,Negative,-0.10000000149011612,Neutral,0.5,Neutral,Neutral,0.0013649177271872759,0.007707131095230579,0.9895949959754944
"GE Capital ended 2018 with $15 billion of liquidity. Over the next two years, we expect to generate additional sources of cash from asset sales, including $10 billion in 2019 from completing our GE Capital $25 billion asset reduction plan. We'll have cash from the pay down of most of the debt transferred to GE and capital support from GE. We have reached an agreement in principle on WMC that we expect to conclude expeditiously. And in 2019 and 2020, GE Capital will pay down $25 billion of scheduled debt maturities and continue to contribute about $2 billion per year of capital to our insurance businesses as previously disclosed. We now don't expect to issue new debt until 2021.",neutral,0.44851899999999995,Positive,0.0,Neutral,0.5,Neutral,Neutral,0.001417693099938333,0.0059013222344219685,0.9906116127967834
"We are planning approximately $4 billion of capital contributions to GE Capital in 2019. This includes $1.5 billion for the WMC agreement in principal announced today and ensuring we have adequate risk-based capital levels for our current portfolio. Going forward, we anticipate funding any insurance capital requirements or strategic options through a combination of GE Capital earnings, asset sales, liquidity and GE parent support. While we have more work to do, we continue to make progress in strengthening the balance sheet.",neutral,0.834997,Positive,0.0,Neutral,0.5,Neutral,Neutral,0.06552751362323761,4.504970274865627e-05,0.9334632158279419
"Next on Power. Orders were down 19% in the quarter. Gas Power Systems orders were down 26%. For the year, Gas Power Systems orders were down 40%. We ended the year with a $9 billion backlog, which was down 8% year-over-year. This is consistent with our outlook for a 25 to 30 gigawatt market for the foreseeable future. Power Services orders were down 20%. Steam orders were up 61% and grid orders were down 13% for the year. Power revenue was down 25%. Gas Power Systems revenues were down 21%. Power Services revenue was also down 21%. During the quarter, we took $400 million of charges related to our CSA contracts, which impacts revenue. Excluding these charges Power Services revenue was down 11%. Steam revenue was down 30% on lower America's and Europe volume and grid was flat.",negative,-0.479538,Negative,0.0,Neutral,0.5,Neutral,Neutral,0.021375339478254318,0.10948626697063446,0.8533225655555725
"Moving to profit. The segment loss $872 million in the fourth quarter. We performed our normal CSA reviews and while total utilization on the book is flat, we have seen lower utilization on some of our units in some geographies and some pricing pressure in contracts relative to ongoing market dynamics and we updated our assumptions to reflect a revised outlook in these areas.",negative,0.713062,Positive,0.0,Neutral,0.7599501609802246,Positive,Neutral,0.08591324090957642,0.02320285327732563,0.8841955661773682
"In addition, we had our normal cost standard updates, which included updates to our cost standards including the impact of the stage-one blade issue as expected. This resulted in the $400 million of charges that I previously mentioned. In addition, we also incurred about $350 million of costs related to Gas Power Systems projects. Similar to the third quarter, we continue to experience project execution issues resulting in liquidated damages as well as partner execution issues. Grid profit was down year-over-year impacted negatively by the buyout of the Alstom share of the JV.",neutral,0.38556999999999997,Positive,0.0,Neutral,,Neutral,Neutral,0.006209290586411953,0.45895764231681824,0.48611581325531006
"These items had a significant impact on Power's results and overall, we see the heavy duty gas turbine market is flat over the next few years and see significant opportunity to improve our own execution. Next on Aviation, which had another great quarter. Orders of $8.8 billion were up 12%. Equipment orders grew 20%, driven by continued strong momentum of the LEAP engine program up 56% versus prior year. Military engine orders were up 69% driven by the F414 and service orders grew 7%. Revenues of $8.5 billion grew 21%. Equipment revenues were up 13% on higher commercial engine partially offset by lower military volume.",neutral,0.806666,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.41371577978134155,0.009178328327834606,0.5679267048835754
"Specifically, we shipped 379 LEAP engines this quarter up 177 units year-over-year. And in total, we shipped 1,118 LEAP engines for the year. We're still behind on deliveries by about four weeks but the business expects to be back on schedule by mid-2019. Services revenue grew 26% with spares rate up 10% driven by higher fleet utilization and spare parts consumption from strong air traffic. Segment profit of $1.7 billion was up 24% on higher volumes, improved price and operating productivity and compared to the fourth quarter of last year, we shipped almost 90% more LEAP engines.",neutral,0.772636,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.02366258203983307,0.0003160808118991554,0.9754753708839417
"Despite the negative mix from higher LEAP shipments operating profit margins of 20.4% expanded 60 basis points in the quarter and 130 basis points for the year. The LEAP engine continues to perform very well with a 58% win rate on the A320neo family and 81% win rate in the narrow-body segment when you add in Boeing 737 MAX and Comac C919. Utilization rates are over 95%. We continue to improve the cost position of the LEAP and over the last two years, we've taken out more than 40% of the cost of the engine and are ahead on the learning curve initially laid out for the program. The overall program will break even around 2021.",positive,0.806079,Positive,0.0,Neutral,,Neutral,Neutral,0.15490640699863434,0.019403446465730667,0.784024715423584
"Now, I'll provide some additional transparency on the engine transition in the narrow-body market. The mixing from CFM56 to LEAP resulted in a margin drag of approximately 160 basis points in 2018 and 130 basis points in the quarter. The business is successfully offsetting this margin pressure through continued growth in aftermarket services, military and changing the mix of company-funded R&D spend. In summary, another strong year for David and the aviation team. In renewables, renewables orders were up 19% versus prior year driven by onshore equipment up 9% and services up 32% on strong repower units.",positive,0.9253370000000001,Positive,-0.10000000149011612,Neutral,,Neutral,Neutral,0.10419362783432007,0.013034249655902386,0.8738372921943665
"First, I'd like to start by welcoming Steve to the GE team. I've known him for over a decade. Steve's already had positive impact here at GE and I'm sure, he'll do the same for you, our investors going forward. I'm here today because I believe in GE. There is no company on earth with a scale of GE's global reach, brand, talent and long-term customer relationships. We have leading technology in key infrastructure markets with high barriers to entry and strong aftermarket streams. We're poised to capture recurring revenues on a global installed base of almost 70,000 engines more than 70 -- 7,000 gas turbines and aero-derivatives, more than 40,000 onshore wind turbines and more than 4 million Healthcare Systems. In short, GE matters. We've identified clear opportunities to improve our performance and we are working to address them at root cause.",positive,0.7014699999999999,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.17871396243572235,0.0030556595884263515,0.8106261491775513
"We shipped 44% more megawatts and onshore wind and saw strong orders bookings 3 gigawatts in the fourth quarter and 8.6 gigawatts for the year and we gained share. Revenues of $3.4 billion were up 28% mainly driven by onshore wind up 34% on both higher new unit shipments and repowering volume. Segment margin of 2% was down 330 basis points for the quarter and profit of $67 million was down 51% mainly driven by negative price, liquidated damages for execution delays on a handful of complicated projects including some legacy Alstom projects and higher losses in hydro and offshore as we began fully consolidating these entities in the fourth quarter.",neutral,0.345362,Positive,-0.30000001192092896,Negative,,Neutral,Neutral,0.049445051699876785,0.022309502586722374,0.9183050394058228
"The consolidation presented a headwind of about 220 basis points. Recall that we had to book loss reserves at the time of the Alstom deal and we continue to burn through the negative cash flow impact of those projects. The business has seen favorable cash tailwinds from the PTC cycle, pricing is improving and we continue to see strong product cost reduction and while we're seeing some adverse impacts from tariffs, we're working to mitigate them with pricing and supply chain actions.",positive,0.401581,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.10274861752986908,0.021363843232393265,0.8594915866851807
"For Healthcare, orders of $5.8 billion were up 2% organically. On a product line basis, Life Sciences orders were up 13% organically with bioprocess up 20%. Healthcare Systems orders were down 1% organically, which was about what we expected as we were comping a very strong fourth quarter in 2017.",neutral,0.32461599999999996,Positive,0.0,Neutral,,Neutral,Neutral,0.019619405269622803,0.2890215218067169,0.6798688769340515
"Revenue of $5.4 billion was up 6% organically. Healthcare Systems revenue grew 4% organically and Life Sciences was up 10%. Segment margin was 21.8% expanding 10 basis points reported and 110 basis points organically, which excluded costs incurred in preparation for a separation in 2019. Profit was $1.2 billion up 2% on a reported basis and 12% organically. Organic profit growth was driven by volume and cost productivity partially offset by inflation, price and higher program investment. As the Healthcare team continues to prepare for separation, they closed out a solid year.",positive,0.9794219999999999,Positive,-0.10000000149011612,Neutral,,Neutral,Neutral,0.017254576086997986,0.008040078915655613,0.9726548194885254
"Moving to oil and gas. Baker Hughes GE released its financial results this morning and Lorenzo and Brian will hold their earnings call with investors today following ours. Next for Transportation and Lighting. Since we last spoke in October, we signed an agreement to sell Current to American Industrial Partners and the Justice Department has closed its review of the pending merger between GE Transportation and Wabtec.",neutral,0.521892,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.05459360405802727,1.0182398909819312e-05,0.9452528953552246
"Last week, we also announced amended transaction terms to further support our deleveraging plan. GE will increase its stake in Wabtec from approximately 10% to approximately 25% resulting in increased cash proceeds of approximately $2.2 billion as we sell down our stake. We will still receive $2.9 billion in cash from Wabtec at closing and both transactions are expected to close in early 2019 subject to customary closing conditions.",neutral,-0.348476,Negative,-0.10000000149011612,Neutral,,Neutral,Neutral,0.022131802514195442,0.007765744812786579,0.9678627848625183
"Finally, I'll cover GE Capital. Net loss from continuing operations was $86 million in the quarter, including a tax reform adjustment of negative $128 million. Adjusted continuing net income was $43 million. We completed our annual GAAP loss recognition testing in our runoff insurance portfolio, which resulted in an after-tax charge of about $65 million to increase reserves.",neutral,0.43102299999999993,Positive,-0.10000000149011612,Neutral,,Neutral,Neutral,0.019991910085082054,0.022097110748291016,0.9498634338378906
"As part of the test, we unlocked our future policy benefit reserve and updated key assumptions related to the book. The two largest drivers being the changes to our assumptions and morbidity improvement of a negative $1.2 billion offset by discount rate impact of $1.9 billion. Recall that statutory testing not GAAP drives funding. We expect to conclude the statutory testing in mid-to-late February and consistent with our existing insurance funding plan, we continue to expect required statutory funding of approximately $2 billion in the first quarter of 2019. We are managing this runoff portfolio with new management and increased board expertise and focus.",neutral,0.650649,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.009974486194550991,0.0739862322807312,0.9059736728668213
"To provide additional information to further clarify our insurance obligations, we plan to include enhanced disclosures related to our insurance book in our 10-K, which will be released in mid-to-late February. We'll include a wide range of items from the profile of our book to morbidity and mortality assumptions to lapse rates, premium increases and related sensitivities.",neutral,0.42771000000000003,Positive,0.0,Neutral,,Neutral,Neutral,0.010928374715149403,0.0014649010263383389,0.986894965171814
With that I'll turn it back over to Larry.,neutral,0.0,Neutral,0.0,Neutral,,Neutral,Negative,0.052843403071165085,0.4712534248828888,0.4517487585544586
"We have the right portfolio of strategy and I'm confident the company is capable of gaining profitable share and creating long-term value for our shareholders. So let me cover where we stand on providing an outlook. Then I'll address some of the company changes followed by updates on our results, the balance sheet, capital and power. Jamie will take you through more details on the quarter and then I'll wrap with some metrics and comments to help you frame the outlook for 2019 before Q&A.",positive,0.857941,Positive,0.20000000298023224,Neutral,,Neutral,Positive,0.5718417167663574,0.0004779171431437135,0.4217647612094879
"Jamie, thank you. So hopefully, by now you have a better sense of what I'm seeing at GE after nearly four months, our strengths, our challenges and our strategy for moving forward. I'd like to give you all the information and views on 2019 that we have today with more to come soon. We expect industrial organic revenue growth to be up low to mid-single digits on the back of a significant ramp in renewables and continued strength in Aviation and Healthcare.",neutral,0.891634,Positive,0.20000000298023224,Neutral,,Neutral,Positive,0.9035720229148865,0.0010636707302182913,0.07713931798934937
"Power will be down in a flat to slightly down market in 2019. We also expect our industrial operating margins to expand. On free cash flow, we expect to face operating headwinds such as the PTC progress cycle reversing in renewables and we will spend more cash on restructuring at both Corporate and Power. In addition, we have a number of nonrecurring investments and commitments that create a drag on our free cash flow in 2019 but which will meaningfully lessen in 2020 and '21. These include transitioning to GE Capital supply chain financing program to MUFG and reducing factoring with GE Capital, Alstom pension contributions and legal settlements and the costs related to the preparation for our Healthcare business for our public separation.",negative,-0.333805,Negative,0.10000000149011612,Neutral,,Neutral,Neutral,0.004674412310123444,0.0030640740878880024,0.9903685450553894
"We anticipate cash flow to grow substantially in 2020 and 2021 as we make significant headway in addressing legacy and structural issues while simultaneously realizing the benefits from restructuring and stronger daily management of our businesses particularly in Power. In aviation, we see 75% to 80% of the 2019 commercial engine revenues secured in the backlog, with a largely recurring service revenue stream of approximately $15 billion. We are maintaining margin levels consistent with pre-LEAP periods despite mix changes with a healthy new order book. With these in mind, we see high single-digit revenue growth and low single-digit profit growth.",positive,0.8710389999999999,Positive,0.0,Neutral,,Neutral,Neutral,0.0645679235458374,0.0014757515164092183,0.9314930438995361
"In Healthcare, we expect organic growth in margins in a similar range to last year. We see double-digit revenue growth in renewables. The business is coming through the PTC cycle and onshore wind, which contributed to strong cash performance in 2018, as a result of progress build. That progress cycle will begin reversing this year, as we transition to factory production and book revenue against those contracts. However, we see price declines moderating and within the level of our product cost reduction efforts going forward. This is our baseline today for 2019 as our plan continues to evolve. As we develop more conviction around the cash flow situation of Power, we will update you in the near term with respect to the outlook for the full year.",neutral,0.696643,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.07451428472995758,0.0003043344768229872,0.9232990145683289
"So my message for 2019 is that the more stable businesses of Aviation and Healthcare are healthy and growing. Renewables is moving through the PTC cycle. We are working on Power and capital is shrinking. 2019 is still very much a work in progress but the company is becoming stronger. As I said earlier, the how much is important here, but the how is far more fundamental. How is about understanding and fixing problems at root cause. How is about process not for processes sake but to ensure the sustainability of our results to create enduring shareholder value. I'm proud of the momentum, I see across this company and the changes we're making to strengthen GE for the long run.",positive,0.865654,Positive,0.0,Neutral,,Neutral,Neutral,0.3513798415660858,0.0011851305607706308,0.6412584185600281
With that we'll open it up to your questions.,neutral,0.586421,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.12765024602413177,0.06064586341381073,0.8004517555236816
"[Operator Instructions] And from Wolfe Research, we have Nigel Coe.",neutral,0.0,Neutral,0.0,Neutral,,Neutral,Neutral,0.01191793754696846,0.002182191936299205,0.9851320385932922
Thanks. Good morning.,neutral,0.934934,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.9551642537117004,0.0024179117754101753,0.03738155588507652
"Good morning, Nigel.",neutral,0.8004899999999999,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.6923826932907104,0.007988648489117622,0.2704751789569855
"Morning. Lots of questions. I mean, I'm sure a lot of my questions will be picked up by other analysts, but I just want to start on. It sounds like your plans on Healthcare now are pretty defined, Larry. It looks like you're looking to monetize 50% putting an $18 billion of pension debts, via an IPO-type process. Is that now defined or are there still some moving pieces on that process?",neutral,0.40620100000000003,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.06568050384521484,0.017957132309675217,0.8685190081596375
Let's start with the outlook because investors want to know how we expect to perform financially and you should expect to come from a place of reality. Simply put the how much is important but the how is far more fundamental. We have a good line of sight in most of our businesses today including Aviation and Healthcare.,neutral,0.734258,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.546379029750824,0.0069537172093987465,0.4213350713253021
"Well, I think we've talked about that separation as the plan of record and that continues to be the case today. The team is very well along Nigel with respect to the preparation for a flotation. We don't have a time frame per se to share with you today but we are spending a significant amount of money in '19 as we did last year in preparation. We're obviously proud of what Karyn and the team are doing here. Very strong top line earnings and cash performance and we think this is a business that is going to be a strong resilient performer through cycles. So that is the plan.",positive,0.7374539999999999,Positive,0.30000001192092896,Positive,,Neutral,Positive,0.7891192436218262,0.004346233792603016,0.18866050243377686
"Okay. And then my follow-on would be, you gave a lot of detail on what you've been doing for the last few months and lots of opportunities for improvement. One thing, you didn't really touch on was pricing and pricing excellence and your one precedent of GE in the past has been may be trading price for market share. So I'm just curious, what your thoughts are in terms of improving the pricing realization going forward?",neutral,0.67028,Positive,0.6000000238418579,Positive,,Neutral,Neutral,0.21512307226657867,0.05090860649943352,0.6161001920700073
"Nigel, forgive us, if we didn't get into that in detail. We didn't want to overstay our welcome with respect to our prepared remarks. But when you hear us refer to profitable market share that is both an external and internal recognition. And it can't be share for share sake. And particularly in Power, I think we are acutely aware that we have opportunities both on new equipment and on the service book to basically value sell what we're doing more frequently. I got the word last night for example within Power of a project that is looking very good where we're frankly -- we are not the low bid, right? I think that just speaks to the way we're able to communicate the value of our technology. We know in these businesses from Healthcare to renewables price is a reality. We want to be smarter around pricing, at the same time, frankly when you hear us talk about labor and material productivity, we really want to push that hard and do that in line with market realities, so that we can maintain margins in light of some of those pressures.",neutral,0.6461279999999999,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.09999024122953415,0.2302277535200119,0.565046489238739
"And Nigel, just to add a little bit more color there on the numbers. Orders pricing in total for the year was relatively flat. It was actually up just slightly and it was up more than that in the second half. And as Larry mentioned, we are seeing in the numbers the pressure moderating at Power and at renewables. Power really with respect to the enhanced discipline on new projects and bids as Larry talked about. In renewables, we're seeing that pressure moderate as we move throughout the year as well primarily as we're moving through that PTC cycle. The supply chains are more stretched and that price dynamic becomes a little bit more unbalanced. Aviation and Healthcare are running as you would expect, which is strongly as Larry mentioned.",positive,0.516945,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.2483166605234146,0.12641753256320953,0.4709300994873047
"And from JPMorgan, we have Steve Tusa. Please go ahead.",neutral,0.47644,Positive,0.0,Neutral,,Neutral,Neutral,0.02317569963634014,0.10850793868303299,0.8618510961532593
"Hey, good morning. So you mentioned on the free cash flow dynamics, you mentioned the PTC headwind, a bit more restructuring cash, some other I guess nonrecurring investments. Can you maybe give us some color on that? In addition, just provide some color on how much of a, I think Jamie said before about $1 billion of headwind or so from divestitures. So maybe just help us with a bit of a rough bridge from the $4.5 you did in 2018? Because obviously that sounds like it's going to be down.",neutral,0.46497700000000003,Positive,0.10000000149011612,Neutral,,Neutral,Neutral,0.14443640410900116,0.1202123835682869,0.6901761889457703
"Yes. So why don't I talk through the components of 2018 first in terms of really walking you through the rounding out our fourth quarter performance and we can address some of those questions. So for 2018, if you really walk the changes, we obviously had earnings. We also had working capital, which for the year was basically zero impact of free cash flow. Fourth quarter was $2.3 billion positive. As we expected with large volumes coming through this quarter. Contract assets was basically flat.",neutral,0.617899,Positive,0.0,Neutral,,Neutral,Neutral,0.23372548818588257,0.23488996922969818,0.3375367522239685
"Hey, sorry. I can see the slide. I just wanted to know like $4.5 billion. Is that -- there's a lot of headwinds that Larry had talked about. I'm just curious as to maybe you can give us some color on the size of some of those headwinds? And obviously, it sounds like it will be down. Will you as an organization generate cash including GE Capital next year? I guess that's the simple way to ask the question.",neutral,-0.467429,Negative,0.0,Neutral,,Neutral,Neutral,0.0451618954539299,0.07804707437753677,0.8493051528930664
"Yeah, Steve. And I think the simple answer the question is, what we're trying to communicate today is that we are going to see pressures both operational and nonrecurring. We are going to be back shortly when we can take you through a detailed walk in that regard. I think from an operating perspective, is worth acknowledging a lot of good performance in the number of businesses.",neutral,0.823111,Positive,0.30000001192092896,Positive,,Neutral,Negative,0.1172989159822464,0.5956162810325623,0.22042180597782135
Clearly renewables was stronger from a cash perspective in '18 and is likely to be in '19 given the PTC dynamic. And we are going to go deep here on additional restructuring where we see opportunities to put that money to work and generate real returns. We also have some of these nonrecurring events or issues. Some of them are policy decisions like the move on the supply chain financing program. I think we've got better line of sight today on some of these legacy issues that come out of Alstom that we're on the hook or those are real cash commitments in '19 that abate thereafter and we do have the cost relative in Healthcare IPO.,positive,0.79457,Positive,0.0,Neutral,,Neutral,Neutral,0.03820522129535675,0.306228905916214,0.5978519916534424
"For the industrial portfolio in total, we will provide you with our outlook for organic growth and we'll do so directionally on operating margins and free cash flow. We will give you a more detailed outlook in the near term but not today. For Power, we are resetting the baseline. We are reviewing every single project and contract and digging deeper to understand costs and benefits with respect to restructuring, market and commercial execution, improvement opportunities, legacy project issues and our service operations. We're gaining more meaningful insights into the paths for near and long-term earnings and cash potential of this business. This work takes time especially with the new structure and leadership team.",neutral,0.6562180000000001,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.06968343257904053,0.14698217809200287,0.6998146176338196
"So again, I think the headline is, we finished strongly. We know we got some operating and non-operating pressures and think we work through that in '19 with an eye toward a stronger cash flow performance in '20 and '21 with more details to come soon.",positive,0.859232,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.5216260552406311,0.06312256306409836,0.39607730507850647
"Great. And what do you expect GE cash to earn in 2019 and how much from an ongoing cash generation perspective, how much will they be generating?",positive,0.753425,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.7343264222145081,0.003680524416267872,0.24801014363765717
"Steve, as I said in both my prepared remarks and a moment ago when we have everything locked down to get into those specifics then we'll do that soon. We'll be back to you.",neutral,0.339907,Positive,-0.10000000149011612,Neutral,,Neutral,Neutral,0.018370548263192177,0.06798390299081802,0.9042882919311523
From Vertical Research we have Jeffrey Sprague,neutral,0.0,Neutral,0.0,Neutral,,Neutral,Neutral,0.020678458735346794,0.0025561307556927204,0.9754317998886108
"Thank you. Good morning, everyone.",neutral,0.926523,Positive,0.4000000059604645,Positive,,Neutral,Positive,0.9301491975784302,0.0027853159699589014,0.06445001065731049
"Morning, Jeff.",neutral,0.0,Neutral,0.0,Neutral,,Neutral,Neutral,0.027788372710347176,0.022663025185465813,0.9466635584831238
"Yeah. Two from me. Just thinking about the Healthcare exit in particular. Kind of, for lack of a better term, losing that cash flow near term seems like it would create some stress on the organization. Can you give us a sense of, what you foresee as kind of the timing of the exit? And then Larry, particularly interested also on, how you view exiting the remaining 50% stake. Do you see the potential for some kind of, equity-friendly exit with that piece the split-off for example, which you might shrink the share count of the remaining company?",negative,-0.319729,Negative,0.0,Neutral,,Neutral,Neutral,0.09049719572067261,0.027237866073846817,0.8617454767227173
"Well Steve, I'd like to think that everything that we do is shareholder-friendly, right? I mean, we take a strong view here and you know, from seeing me in other roles that we want to create long-term shareholder value with the cumulative effect of everything that we do. I think with respect to Healthcare what we can confirm today is that we're on the path toward an IPO here in 2019. Timing is still TBD. So we don't have a date. Like me on my senior prom. I just don't have a date for you today but I think in time, we'll have more clarity.",neutral,0.408733,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.0797090157866478,0.089838407933712,0.7748459577560425
"With respect to Baker Hughes, I mean we talked about that as part of that $50 billion pool of options to go to. I think that the high probability there is for us is to sell our shares. We certainly are approached by various folks, who have an interest in a stake in that company. And again, we don't have a timetable per se to share with you today but we want to reiterate our view to dispose of that stake in an orderly manner, which again we think is conducive to value creation for our shareholders.",neutral,0.78228,Positive,0.20000000298023224,Neutral,,Neutral,Neutral,0.08659309148788452,0.07134579122066498,0.8182047009468079
"Thanks. And just as a follow-up. I didn't have a prom date and I've been called worse than Steve but as unrelated follow-up, if we think about what you're going through in insurance right now, the comment about the statutory review. Is that to indicate Larry or Jamie that even if there is some adverse outcome as it relates to that statutory review, it would not affect your near-term funding needs and instead those would be tacked onto the tail, so to speak of what you're planning from reserve build?",neutral,-0.483724,Negative,-0.10000000149011612,Neutral,,Neutral,Neutral,0.04780258610844612,0.08355218172073364,0.8350032567977905
